Vendor,,Offer #,Market,,Event Name,,,Event Date,AdPlan #,Ad Plan Name,,Marketer ,Rate,,,Tracking
,,334620,Detroit,,Lana Del Rey,,,5/31/2015,86427,Lana Del Rey - DTE Energy Music Theatre (Clarkston),,DClark,$0.00 ,,,http://www.livenation.com/events/417862-may-31-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_Detroit_DTEEnergyMusicTheatre_LanaDelRey_DR_Standard_C_60668_99991231_99991231
,,334620,Detroit,,Lana Del Rey,,,5/31/2015,86427,Lana Del Rey - DTE Energy Music Theatre (Clarkston),,DClark,$990.17 ,,,http://www.livenation.com/events/417862-may-31-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_Detroit_DTEEnergyMusicTheatre_LanaDelRey_DR_Standard_O_42422_20141201_20141201
,,333263,Toronto,,Lana Del Rey,,,6/3/2015,86002,Lana Del Rey - Molson Canadian Amphitheatre (Toronto),,BKehoe,$0.00 ,,,http://www.livenation.com/events/417844-jun-3-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_Toronto_MolsonCanadianAmphitheatre_LanaDelRey_DR_Standard_C_60676_20141207_20141207
,,333263,Toronto,,Lana Del Rey,,,6/3/2015,86002,Lana Del Rey - Molson Canadian Amphitheatre (Toronto),,BKehoe,$548.30 ,,,http://www.livenation.com/events/417844-jun-3-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_Toronto_MolsonCanadianAmphitheatre_LanaDelRey_DR_Standard_O_42425_20141126_20141126
,,335193,Montreal,,Lana Del Rey,,,6/4/2015,87364,Lana Del Rey - Bell Centre (Montreal),,DefaultMarketer,$0.00 ,,,http://www.livenation.com/events/419102-jun-4-2015-lana-del-rey?c=LN_NAC_DSP_NAT_DataXu_Montreal_BellCentre_LanaDelRey_DR_Standard_C_60684_99991231_99991231
,,335193,Montreal,,Lana Del Rey,,,6/4/2015,87364,Lana Del Rey - Bell Centre (Montreal),,DefaultMarketer,"$1,193.24 ",,,http://www.livenation.com/events/419102-jun-4-2015-lana-del-rey?c=LN_NAC_DSP_NAT_DataXu_Montreal_BellCentre_LanaDelRey_DR_Standard_O_42428_20141126_20141126
,,337233,Philadelphia ,,Lana Del Rey,,,6/6/2015,87368,Lana Del Rey - Borgata Resort Spa & Casino (Atlantic City),,DefaultMarketer,$0.00 ,,,
,,332373,Boston,,Lana Del Rey,,,6/9/2015,,,,,$0.00 ,,,http://www.livenation.com/events/452036-jun-9-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_Boston_XfinityCenter_LanaDelRey_DR_Standard_C_60700_99991231_99991231
,,332373,Boston,,Lana Del Rey,,,6/9/2015,,,,,$0.00 ,,,http://www.livenation.com/events/452036-jun-9-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_Boston_XfinityCenter_LanaDelRey_DR_Standard_O_42434_99991231_99991231
,,334047,"Washington, DC",,Lana Del Rey,,,6/11/2015,86206,Lana Del Rey - Jiffy Lube Live (Bristow),,jxenakis,$0.00 ,,,http://www.livenation.com/events/417845-jun-11-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_WashingtonDC_JiffyLubeLive_LanaDelRey_DR_Standard_C_60708_20150511_20150511
,,334047,"Washington, DC",,Lana Del Rey,,,6/11/2015,86206,Lana Del Rey - Jiffy Lube Live (Bristow),,jxenakis,"$1,791.61 ",,,http://www.livenation.com/events/417845-jun-11-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_WashingtonDC_JiffyLubeLive_LanaDelRey_DR_Standard_O_42437_20141201_20141201
,,334559,Charlotte,,Lana Del Rey,,,6/13/2015,86400,Lana Del Rey - PNC Music Pavilion  (Charlotte),,DefaultMarketer,$0.00 ,,,http://www.livenation.com/events/417841-jun-13-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_Charlotte_PNCMusicPavilion_LanaDelRey_DR_Standard_C_60716_99991231_99991231
,,334559,Charlotte,,Lana Del Rey,,,6/13/2015,86400,Lana Del Rey - PNC Music Pavilion  (Charlotte),,DefaultMarketer,$989.60 ,,,http://www.livenation.com/events/417841-jun-13-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_Charlotte_PNCMusicPavilion_LanaDelRey_DR_Standard_O_42440_20141126_20141126
,,334622,Atlanta,,Lana Del Rey,,,6/14/2015,86424,Lana Del Rey - Aarons Amphitheatre at Lakewood (Atlanta),,DefaultMarketer,$0.00 ,,,http://www.livenation.com/events/417842-jun-14-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_Atlanta_AaronsAmphitheatreatLakewood_LanaDelRey_DR_Standard_C_60724_99991231_99991231
,,334622,Atlanta,,Lana Del Rey,,,6/14/2015,86424,Lana Del Rey - Aarons Amphitheatre at Lakewood (Atlanta),,DefaultMarketer,"$1,191.58 ",,,http://www.livenation.com/events/417842-jun-14-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_Atlanta_AaronsAmphitheatreatLakewood_LanaDelRey_DR_Standard_O_42443_20141126_20141126
,,334048,West Palm Beach,,Lana Del Rey,,,6/16/2015,86209,Lana Del Rey - Cruzan Amphitheatre (West Palm Beach),,ERieke,$0.00 ,,,http://www.livenation.com/events/417839-jun-16-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_WestPalmBeach_CoralSkyAmphitheatre_LanaDelRey_DR_Standard_C_60732_99991231_99991231
,,334048,West Palm Beach,,Lana Del Rey,,,6/16/2015,86209,Lana Del Rey - Cruzan Amphitheatre (West Palm Beach),,ERieke,$990.32 ,,,http://www.livenation.com/events/417839-jun-16-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_DSP_NAT_DataXu_WestPalmBeach_CoralSkyAmphitheatre_LanaDelRey_DR_Standard_O_42446_20141201_20141201
Facebook,,333903,Houston,,Lana Del Rey,,,5/7/2015,86208,Lana Del Rey - Cynthia Woods Mitchell Pavilion presented by Huntsman (Houston),,BBirr,$0.00 ,,,http://www.livenation.com/events/417852-may-7-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Houston_CynthiaWoodsMitchellPavilionpresentedbyHuntsman_LanaDelRey_PL_Standard_C_60585_20150401_20150401
,,333903,Houston,,Lana Del Rey,,,5/7/2015,86208,Lana Del Rey - Cynthia Woods Mitchell Pavilion presented by Huntsman (Houston),,BBirr,$0.00 ,,,http://www.livenation.com/events/417852-may-7-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Houston_CynthiaWoodsMitchellPavilionpresentedbyHuntsman_LanaDelRey_PPR_Standard_C_60591_20150401_20150401
,,333903,Houston,,Lana Del Rey,,,5/7/2015,86208,Lana Del Rey - Cynthia Woods Mitchell Pavilion presented by Huntsman (Houston),,BBirr,$796.75 ,,,http://www.livenation.com/events/417852-may-7-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Houston_CynthiaWoodsMitchellPavilionpresentedbyHuntsman_LanaDelRey_PAP_Standard_O_42336_20141126_20141126
,,334553,Dallas- Fort Worth,,Lana Del Rey,,,5/9/2015,86395,Lana Del Rey - Gexa Energy Pavilion (Dallas),,EKopp ,$0.00 ,,,http://www.livenation.com/events/417838-may-9-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_DallasFortWorth_GexaEnergyPavilion_LanaDelRey_PL_Standard_C_60593_20150406_20150406
,,334553,Dallas- Fort Worth,,Lana Del Rey,,,5/9/2015,86395,Lana Del Rey - Gexa Energy Pavilion (Dallas),,EKopp ,$0.00 ,,,http://www.livenation.com/events/417838-may-9-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_DallasFortWorth_GexaEnergyPavilion_LanaDelRey_PPR_Standard_C_60599_20150406_20150406
,,334553,Dallas- Fort Worth,,Lana Del Rey,,,5/9/2015,86395,Lana Del Rey - Gexa Energy Pavilion (Dallas),,EKopp ,$796.60 ,,,http://www.livenation.com/events/417838-may-9-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_DallasFortWorth_GexaEnergyPavilion_LanaDelRey_PAP_Standard_O_42339_20141201_20141201
,,334565,Denver,,Lana Del Rey,,,5/12/2015,86405,Lana Del Rey - Red Rocks Amphitheatre (Denver),,SBurris,$0.00 ,,,http://www.livenation.com/events/417848-may-12-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Denver_RedRocksAmphitheatre_LanaDelRey_PL_Standard_C_60601_20150505_20150505
,,334565,Denver,,Lana Del Rey,,,5/12/2015,86405,Lana Del Rey - Red Rocks Amphitheatre (Denver),,SBurris,$0.00 ,,,http://www.livenation.com/events/417848-may-12-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Denver_RedRocksAmphitheatre_LanaDelRey_PPR_Standard_C_60607_20150505_20150505
,,334565,Denver,,Lana Del Rey,,,5/12/2015,86405,Lana Del Rey - Red Rocks Amphitheatre (Denver),,SBurris,$260.00 ,,,http://www.livenation.com/events/417848-may-12-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Denver_RedRocksAmphitheatre_LanaDelRey_PAP_Standard_O_42342_20141126_20141126
,,334568,Phoenix,,Lana Del Rey,,,5/14/2015,86407,Lana Del Rey - Ak-Chin Pavilion (Phoenix),,dengel,$0.00 ,,,http://www.livenation.com/events/417861-may-14-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Phoenix_AkChinPavilion_LanaDelRey_PL_Standard_C_60609_20150401_20150401
,,334568,Phoenix,,Lana Del Rey,,,5/14/2015,86407,Lana Del Rey - Ak-Chin Pavilion (Phoenix),,dengel,$0.00 ,,,http://www.livenation.com/events/417861-may-14-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Phoenix_AkChinPavilion_LanaDelRey_PPR_Standard_C_60615_20150401_20150401
,,334568,Phoenix,,Lana Del Rey,,,5/14/2015,86407,Lana Del Rey - Ak-Chin Pavilion (Phoenix),,dengel,$856.69 ,,,http://www.livenation.com/events/417861-may-14-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Phoenix_AkChinPavilion_LanaDelRey_PAP_Standard_O_42345_20141126_20141126
,,329713,San Diego,,Lana Del Rey,,,5/16/2015,86391,Lana Del Rey - Sleep Train Amphitheatre (Chula Vista),,AMcguire,$0.00 ,,,http://www.livenation.com/events/417837-may-16-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_SanDiego_SleepTrainAmphitheatre_LanaDelRey_PL_Standard_C_60617_20150501_20150501
,,329713,San Diego,,Lana Del Rey,,,5/16/2015,86391,Lana Del Rey - Sleep Train Amphitheatre (Chula Vista),,AMcguire,$0.00 ,,,http://www.livenation.com/events/417837-may-16-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_SanDiego_SleepTrainAmphitheatre_LanaDelRey_PPR_Standard_C_60623_20150501_20150501
,,329713,San Diego,,Lana Del Rey,,,5/16/2015,86391,Lana Del Rey - Sleep Train Amphitheatre (Chula Vista),,AMcguire,"$1,116.59 ",,,http://www.livenation.com/events/417837-may-16-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_SanDiego_SleepTrainAmphitheatre_LanaDelRey_PAP_Standard_O_42348_20141126_20141126
,,334674,Los Angeles - Orange County,,Lana Del Rey,,,5/18/2015,86442,Lana Del Rey - Hollywood Bowl – LNHS (Los Angeles),,KFinkenberg,$0.00 ,,,http://www.livenation.com/events/417905-may-18-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_LosAngelesOrangeCounty_HollywoodBowlLNHS_LanaDelRey_PL_Standard_C_60625_20150501_20150501
,,334674,Los Angeles - Orange County,,Lana Del Rey,,,5/18/2015,86442,Lana Del Rey - Hollywood Bowl – LNHS (Los Angeles),,KFinkenberg,$0.00 ,,,http://www.livenation.com/events/417905-may-18-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_LosAngelesOrangeCounty_HollywoodBowlLNHS_LanaDelRey_PPR_Standard_C_60631_20150501_20150501
,,334674,Los Angeles - Orange County,,Lana Del Rey,,,5/18/2015,86442,Lana Del Rey - Hollywood Bowl – LNHS (Los Angeles),,KFinkenberg,$324.01 ,,,http://www.livenation.com/events/417905-may-18-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_LosAngelesOrangeCounty_HollywoodBowlLNHS_LanaDelRey_PAP_Standard_O_42351_20141126_20141126
,,335192,San Francisco,,Lana Del Rey,,,5/20/2015,87443,Lana Del Rey 05.20.15 SHO,,JSheehan,$0.00 ,,,http://www.livenation.com/events/417847-may-20-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_SanFrancisco_ShorelineAmphitheatre_LanaDelRey_PL_Standard_C_60633_20150504_20150504
,,335192,San Francisco,,Lana Del Rey,,,5/20/2015,87443,Lana Del Rey 05.20.15 SHO,,JSheehan,$0.00 ,,,http://www.livenation.com/events/417847-may-20-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_SanFrancisco_ShorelineAmphitheatre_LanaDelRey_PPR_Standard_C_60639_20150504_20150504
,,335192,San Francisco,,Lana Del Rey,,,5/20/2015,87443,Lana Del Rey 05.20.15 SHO,,JSheehan,$324.01 ,,,http://www.livenation.com/events/417847-may-20-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_SanFrancisco_ShorelineAmphitheatre_LanaDelRey_PAP_Standard_O_42354_20141201_20141201
,,333746,"Portland, OR",,Lana Del Rey,,,5/22/2015,86215,Lana Del Rey - Sleep Country Amphitheater (Ridgefield),,BGentry,$0.00 ,,,http://www.livenation.com/events/417843-may-22-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_PortlandOR_AmphitheaterNorthwest_LanaDelRey_PL_Standard_C_60641_99991231_99991231
,,333746,"Portland, OR",,Lana Del Rey,,,5/22/2015,86215,Lana Del Rey - Sleep Country Amphitheater (Ridgefield),,BGentry,$0.00 ,,,http://www.livenation.com/events/417843-may-22-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_PortlandOR_AmphitheaterNorthwest_LanaDelRey_PPR_Standard_C_60647_99991231_99991231
,,333746,"Portland, OR",,Lana Del Rey,,,5/22/2015,86215,Lana Del Rey - Sleep Country Amphitheater (Ridgefield),,BGentry,$260.00 ,,,http://www.livenation.com/events/417843-may-22-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_PortlandOR_AmphitheaterNorthwest_LanaDelRey_PAP_Standard_O_42357_20141126_20141126
,,334637,Indianapolis,,Lana Del Rey,,,5/28/2015,86431,Lana Del Rey - Klipsch Music Center  (Noblesville),,KJohnston,$0.00 ,,,http://www.livenation.com/events/417836-may-28-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Indianapolis_KlipschMusicCenter_LanaDelRey_PL_Standard_C_60649_20150401_20150401
,,334637,Indianapolis,,Lana Del Rey,,,5/28/2015,86431,Lana Del Rey - Klipsch Music Center  (Noblesville),,KJohnston,$0.00 ,,,http://www.livenation.com/events/417836-may-28-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Indianapolis_KlipschMusicCenter_LanaDelRey_PPR_Standard_C_60655_20150401_20150401
,,334637,Indianapolis,,Lana Del Rey,,,5/28/2015,86431,Lana Del Rey - Klipsch Music Center  (Noblesville),,KJohnston,$317.12 ,,,http://www.livenation.com/events/417836-may-28-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Indianapolis_KlipschMusicCenter_LanaDelRey_PAP_Standard_O_42360_20141201_20141201
,,335261,Chicago,,Lana Del Rey,,,5/30/2015,87600,Lana Del Rey - First Midwest Bank Amphitheatre (Tinley Park),,LSchoenholtz,$0.00 ,,,http://www.livenation.com/events/417835-may-30-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Chicago_FirstMidwestBankAmphitheatre_LanaDelRey_PL_Standard_C_60657_20150323_20150323
,,335261,Chicago,,Lana Del Rey,,,5/30/2015,87600,Lana Del Rey - First Midwest Bank Amphitheatre (Tinley Park),,LSchoenholtz,$0.00 ,,,http://www.livenation.com/events/417835-may-30-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Chicago_FirstMidwestBankAmphitheatre_LanaDelRey_PPR_Standard_C_60663_20150323_20150323
,,335261,Chicago,,Lana Del Rey,,,5/30/2015,87600,Lana Del Rey - First Midwest Bank Amphitheatre (Tinley Park),,LSchoenholtz,$796.64 ,,,http://www.livenation.com/events/417835-may-30-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Chicago_FirstMidwestBankAmphitheatre_LanaDelRey_PAP_Standard_O_42363_20141201_20141201
,,334620,Detroit,,Lana Del Rey,,,5/31/2015,86427,Lana Del Rey - DTE Energy Music Theatre (Clarkston),,DClark,$0.00 ,,,http://www.livenation.com/events/417862-may-31-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Detroit_DTEEnergyMusicTheatre_LanaDelRey_PL_Standard_C_60665_99991231_99991231
,,334620,Detroit,,Lana Del Rey,,,5/31/2015,86427,Lana Del Rey - DTE Energy Music Theatre (Clarkston),,DClark,$0.00 ,,,http://www.livenation.com/events/417862-may-31-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Detroit_DTEEnergyMusicTheatre_LanaDelRey_PPR_Standard_C_60671_99991231_99991231
,,334620,Detroit,,Lana Del Rey,,,5/31/2015,86427,Lana Del Rey - DTE Energy Music Theatre (Clarkston),,DClark,$320.63 ,,,http://www.livenation.com/events/417862-may-31-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Detroit_DTEEnergyMusicTheatre_LanaDelRey_PAP_Standard_O_42366_20141201_20141201
,,333263,Toronto,,Lana Del Rey,,,6/3/2015,86002,Lana Del Rey - Molson Canadian Amphitheatre (Toronto),,BKehoe,$0.00 ,,,http://www.livenation.com/events/417844-jun-3-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Toronto_MolsonCanadianAmphitheatre_LanaDelRey_PL_Standard_C_60673_20141207_20141207
,,333263,Toronto,,Lana Del Rey,,,6/3/2015,86002,Lana Del Rey - Molson Canadian Amphitheatre (Toronto),,BKehoe,$0.00 ,,,http://www.livenation.com/events/417844-jun-3-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Toronto_MolsonCanadianAmphitheatre_LanaDelRey_PPR_Standard_C_60679_20141207_20141207
,,333263,Toronto,,Lana Del Rey,,,6/3/2015,86002,Lana Del Rey - Molson Canadian Amphitheatre (Toronto),,BKehoe,$515.80 ,,,http://www.livenation.com/events/417844-jun-3-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Toronto_MolsonCanadianAmphitheatre_LanaDelRey_PAP_Standard_O_42369_20141126_20141126
,,335193,Montreal,,Lana Del Rey,,,6/4/2015,87364,Lana Del Rey - Bell Centre (Montreal),,DefaultMarketer,$0.00 ,,,http://www.livenation.com/events/419102-jun-4-2015-lana-del-rey?c=LN_NAC_SMPD_NAT_Facebook_Montreal_BellCentre_LanaDelRey_PL_Standard_C_60681_99991231_99991231
,,335193,Montreal,,Lana Del Rey,,,6/4/2015,87364,Lana Del Rey - Bell Centre (Montreal),,DefaultMarketer,$0.00 ,,,http://www.livenation.com/events/419102-jun-4-2015-lana-del-rey?c=LN_NAC_SMPD_NAT_Facebook_Montreal_BellCentre_LanaDelRey_PPR_Standard_C_60687_99991231_99991231
,,335193,Montreal,,Lana Del Rey,,,6/4/2015,87364,Lana Del Rey - Bell Centre (Montreal),,DefaultMarketer,$456.85 ,,,http://www.livenation.com/events/419102-jun-4-2015-lana-del-rey?c=LN_NAC_SMPD_NAT_Facebook_Montreal_BellCentre_LanaDelRey_PAP_Standard_O_42372_20141126_20141126
,,337233,Philadelphia ,,Lana Del Rey,,,6/6/2015,87368,Lana Del Rey - Borgata Resort Spa & Casino (Atlantic City),,DefaultMarketer,$0.00 ,,,
,,332373,Boston,,Lana Del Rey,,,6/9/2015,,,,,$0.00 ,,,http://www.livenation.com/events/452036-jun-9-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Boston_XfinityCenter_LanaDelRey_PAP_Standard_O_42378_99991231_99991231
,,332373,Boston,,Lana Del Rey,,,6/9/2015,,,,,$0.00 ,,,http://www.livenation.com/events/452036-jun-9-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Boston_XfinityCenter_LanaDelRey_PL_Standard_C_60697_99991231_99991231
,,332373,Boston,,Lana Del Rey,,,6/9/2015,,,,,$0.00 ,,,http://www.livenation.com/events/452036-jun-9-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_Boston_XfinityCenter_LanaDelRey_PPR_Standard_C_60703_99991231_99991231
,,334047,"Washington, DC",,Lana Del Rey,,,6/11/2015,86206,Lana Del Rey - Jiffy Lube Live (Bristow),,jxenakis,$0.00 ,,,http://www.livenation.com/events/417845-jun-11-2015-lana-del-rey-endless-summer-tour?c=LN_NAC_SMPD_NAT_Facebook_WashingtonDC_JiffyLubeLive_LanaDelRey_PL_Standard_C_60705_20150511_20150511
